DOG_ID,VIDEO_ID,GROUP,SPLIT_CLOSED_SET,SPLIT_OPEN_SET
0121a186-9c28-487e-a541-60fdeab21766,0121a186-9c28-487e-a541-60fdeab21766-dfe73bf3-1972-4da3-bc2a-7d5187a6881f.mp4,0,gallery,train
0121a186-9c28-487e-a541-60fdeab21766,0121a186-9c28-487e-a541-60fdeab21766-e3ebb3d0-3068-4c93-bc53-0d0d8cde443a.mp4,1,query,train
01298aba-8d74-417d-9ecb-c4fb0ea31425,01298aba-8d74-417d-9ecb-c4fb0ea31425-6c892a48-86fe-415d-85b3-c06cddda46e6.mp4,0,query,train
01298aba-8d74-417d-9ecb-c4fb0ea31425,01298aba-8d74-417d-9ecb-c4fb0ea31425-a29c593b-efba-4652-ae5c-5ddec8629dd0.mp4,0,query,train
01298aba-8d74-417d-9ecb-c4fb0ea31425,01298aba-8d74-417d-9ecb-c4fb0ea31425-d4b6c180-833f-4836-8b92-ada1a39415d3.mp4,0,query,train
01298aba-8d74-417d-9ecb-c4fb0ea31425,01298aba-8d74-417d-9ecb-c4fb0ea31425-f0548acc-25fa-4cbc-8a3b-7b007acd8ab7.mp4,0,query,train
01298aba-8d74-417d-9ecb-c4fb0ea31425,01298aba-8d74-417d-9ecb-c4fb0ea31425-d1af2841-e63c-4d8f-b8e2-5b70377dd00d.mp4,1,gallery,train
01310146-cc68-43b1-bdde-120a0c9fc266,01310146-cc68-43b1-bdde-120a0c9fc266-6e9d4aee-1b7f-47a0-baa9-e7d3c0eb928b.mp4,0,train,query
01310146-cc68-43b1-bdde-120a0c9fc266,01310146-cc68-43b1-bdde-120a0c9fc266-d2e73fc6-53db-442d-9b6e-9908e26843ef.mp4,0,train,query
01310146-cc68-43b1-bdde-120a0c9fc266,01310146-cc68-43b1-bdde-120a0c9fc266-82f420e1-0617-4c79-80a5-2b2972b5ea50.mp4,1,train,gallery
01310146-cc68-43b1-bdde-120a0c9fc266,01310146-cc68-43b1-bdde-120a0c9fc266-e1f43635-e7ac-4e80-9d3c-2cf6efd28c68.mp4,0,train,query
01310146-cc68-43b1-bdde-120a0c9fc266,01310146-cc68-43b1-bdde-120a0c9fc266-64ef8040-74a5-4c2d-9f06-2768559ac2f0.mp4,1,train,gallery
014f85a1-1c80-49aa-956e-7b92eacafd05,014f85a1-1c80-49aa-956e-7b92eacafd05-0e65e349-f74e-4812-9298-11d47f770011.mp4,0,gallery,gallery
014f85a1-1c80-49aa-956e-7b92eacafd05,014f85a1-1c80-49aa-956e-7b92eacafd05-cc6e52be-7ca7-4934-bde0-636c43f40e41.mp4,0,gallery,gallery
014f85a1-1c80-49aa-956e-7b92eacafd05,014f85a1-1c80-49aa-956e-7b92eacafd05-d682cc7e-6145-4027-93ac-cf9ef78c4d10.mp4,1,query,query
014f85a1-1c80-49aa-956e-7b92eacafd05,014f85a1-1c80-49aa-956e-7b92eacafd05-b47e2dcc-b7bb-4d8a-8c2c-1d5d9d5ef9cc.mp4,1,query,query
0155cce1-1fcf-4b7d-adf3-2a7f5bf48040,0155cce1-1fcf-4b7d-adf3-2a7f5bf48040-52b7abeb-990a-4f98-8b52-2d3d93d59a27.mp4,0,query,gallery
0155cce1-1fcf-4b7d-adf3-2a7f5bf48040,0155cce1-1fcf-4b7d-adf3-2a7f5bf48040-c9136a7f-12a9-4dc8-8d4e-30da68f04132.mp4,0,query,gallery
0155cce1-1fcf-4b7d-adf3-2a7f5bf48040,0155cce1-1fcf-4b7d-adf3-2a7f5bf48040-b22855b4-7045-41a6-9abb-252a2fe670bc.mp4,1,gallery,query
0155cce1-1fcf-4b7d-adf3-2a7f5bf48040,0155cce1-1fcf-4b7d-adf3-2a7f5bf48040-d333b70e-0909-41d6-b168-33f43ab78275.mp4,1,gallery,query
0155cce1-1fcf-4b7d-adf3-2a7f5bf48040,0155cce1-1fcf-4b7d-adf3-2a7f5bf48040-f039358b-5ea2-468e-bcc7-14aed6d0c0fc.mp4,1,gallery,query
0156548f-6989-4ad9-99ab-e3e9e927455A,0156548f-6989-4ad9-99ab-e3e9e927455A-40dc3e48-69dc-4d37-bd36-7630b1e9efe3.mp4,1,query,gallery
0156548f-6989-4ad9-99ab-e3e9e927455A,0156548f-6989-4ad9-99ab-e3e9e927455A-904c64fb-c980-4dc1-ac13-bbbb8f647c38.mp4,0,gallery,query
0156548f-6989-4ad9-99ab-e3e9e927455A,0156548f-6989-4ad9-99ab-e3e9e927455A-6742cd95-65b4-4129-8ea7-29c69178c91a.mp4,1,query,gallery
0156548f-6989-4ad9-99ab-e3e9e927455B,0156548f-6989-4ad9-99ab-e3e9e927455B-6a658afe-a1ec-4f67-943a-62ef7b4dda39.mp4,0,gallery,train
0156548f-6989-4ad9-99ab-e3e9e927455B,0156548f-6989-4ad9-99ab-e3e9e927455B-b77bdacb-471f-40f7-a11b-613197e2aecd.mp4,0,gallery,train
016f8a55-7746-4586-9caa-f9cad729bc6e,016f8a55-7746-4586-9caa-f9cad729bc6e-4cdd25de-d212-480f-949a-23d61e05c4ca.mp4,0,train,train
016f8a55-7746-4586-9caa-f9cad729bc6e,016f8a55-7746-4586-9caa-f9cad729bc6e-540426e6-bb9f-40ec-bdf8-e380548660f7.mp4,0,train,train
016f8a55-7746-4586-9caa-f9cad729bc6e,016f8a55-7746-4586-9caa-f9cad729bc6e-6452724a-6b54-4ef8-a7b0-b796c31c14d2.mp4,1,train,train
016f8a55-7746-4586-9caa-f9cad729bc6e,016f8a55-7746-4586-9caa-f9cad729bc6e-ff5ff3b1-70ee-42e2-aa90-006780935fb9.mp4,0,train,train
016f8a55-7746-4586-9caa-f9cad729bc6e,016f8a55-7746-4586-9caa-f9cad729bc6e-57000238-c426-4015-981a-d1bbe48f0c04.mp4,1,train,train
017f8cd0-b7e9-4d85-bf16-9c61deab63f6,017f8cd0-b7e9-4d85-bf16-9c61deab63f6-63fa0992-e906-4d01-91a0-98285a7cb2e7.mp4,0,train,train
019aa747-9061-41a1-bc4a-7dbf0755416d,019aa747-9061-41a1-bc4a-7dbf0755416d-3811f3e9-def7-42e9-8c87-9c2e501ad4c7.mp4,0,query,gallery
019aa747-9061-41a1-bc4a-7dbf0755416d,019aa747-9061-41a1-bc4a-7dbf0755416d-e2282188-88da-4c26-b838-0b6de2342051.mp4,0,query,gallery
019aa747-9061-41a1-bc4a-7dbf0755416d,019aa747-9061-41a1-bc4a-7dbf0755416d-f5e482db-cc69-44f8-aef7-e3e4628d7b55.mp4,0,query,gallery
019aa747-9061-41a1-bc4a-7dbf0755416d,019aa747-9061-41a1-bc4a-7dbf0755416d-85256d95-6327-48cd-837d-c59cb0a8cccc.mp4,1,gallery,query
01afd32f-cf58-4a55-baba-7086dc33f1b6,01afd32f-cf58-4a55-baba-7086dc33f1b6-a50dd318-9384-4317-b274-b072140a8cf7.mp4,1,train,train
01afd32f-cf58-4a55-baba-7086dc33f1b6,01afd32f-cf58-4a55-baba-7086dc33f1b6-b76a4209-097b-4f46-a11d-dbbe6c905658.mp4,0,train,train
01afd32f-cf58-4a55-baba-7086dc33f1b6,01afd32f-cf58-4a55-baba-7086dc33f1b6-f9e08a41-80d3-43ea-bc24-2aebeaabb854.mp4,0,train,train
01afd32f-cf58-4a55-baba-7086dc33f1b6,01afd32f-cf58-4a55-baba-7086dc33f1b6-fdb488a3-7779-4951-8012-3cc3f6da9dd3.mp4,1,train,train
01afd32f-cf58-4a55-baba-7086dc33f1b6,01afd32f-cf58-4a55-baba-7086dc33f1b6-de312d71-2d0b-4a18-8166-aa25e9075ecd.mp4,0,train,train
01e223be-039f-4c3a-acef-1b1e92245aba,01e223be-039f-4c3a-acef-1b1e92245aba-4ab77bb5-8e77-4390-8ae9-2135b08b43db.mp4,0,train,train
01e223be-039f-4c3a-acef-1b1e92245aba,01e223be-039f-4c3a-acef-1b1e92245aba-566fac88-f7bd-4ced-a1cc-5828c0e10920.mp4,1,train,train
020fc676-ebe5-40b8-a235-8d1db5d89a0f,020fc676-ebe5-40b8-a235-8d1db5d89a0f-4a539d6c-4166-4aa9-895e-3c3a6069811c.mp4,0,gallery,query
020fc676-ebe5-40b8-a235-8d1db5d89a0f,020fc676-ebe5-40b8-a235-8d1db5d89a0f-a088f89d-ae9a-45dc-b5bb-78bdc48aadca.mp4,0,gallery,query
020fc676-ebe5-40b8-a235-8d1db5d89a0f,020fc676-ebe5-40b8-a235-8d1db5d89a0f-e0f5f5a1-b12a-445d-b0d9-e3573004a32a.mp4,0,gallery,query
020fc676-ebe5-40b8-a235-8d1db5d89a0f,020fc676-ebe5-40b8-a235-8d1db5d89a0f-0ec84d51-5ed6-4220-bed4-4fa79b4ca06c.mp4,0,gallery,query
023baa67-1e07-424e-8400-3e7b1c3bf24b,023baa67-1e07-424e-8400-3e7b1c3bf24b-3c81f8b9-0910-414c-a443-58a861da3b3f.mp4,0,gallery,train
023baa67-1e07-424e-8400-3e7b1c3bf24b,023baa67-1e07-424e-8400-3e7b1c3bf24b-ce89b2f7-f25c-48bd-967a-9911da03d549.mp4,1,query,train
023baa67-1e07-424e-8400-3e7b1c3bf24b,023baa67-1e07-424e-8400-3e7b1c3bf24b-e6e61079-08f4-4dbd-a381-3195be58be75.mp4,1,query,train
023baa67-1e07-424e-8400-3e7b1c3bf24b,023baa67-1e07-424e-8400-3e7b1c3bf24b-f5ef67f8-b40d-4b03-9fe8-ee2fae051f1d.mp4,0,gallery,train
023baa67-1e07-424e-8400-3e7b1c3bf24b,023baa67-1e07-424e-8400-3e7b1c3bf24b-7081f071-3e00-45a6-907f-9b18179e5054.mp4,0,gallery,train
02783867-d280-4ebd-bd52-cf97fe7b50e9,02783867-d280-4ebd-bd52-cf97fe7b50e9-0a1bc6b9-803e-4dc3-b341-a9222fd2ae77.mp4,0,query,train
02783867-d280-4ebd-bd52-cf97fe7b50e9,02783867-d280-4ebd-bd52-cf97fe7b50e9-638b86b7-e9f8-4bc8-8d95-a745e1108592.mp4,0,query,train
02783867-d280-4ebd-bd52-cf97fe7b50e9,02783867-d280-4ebd-bd52-cf97fe7b50e9-6b0b50e2-c83b-4a7a-b4d1-636a8e5b98e9.mp4,1,gallery,train
02783867-d280-4ebd-bd52-cf97fe7b50e9,02783867-d280-4ebd-bd52-cf97fe7b50e9-ff4e323c-dfbe-404d-b6fc-7a7e80b33bb7.mp4,0,query,train
028b0e0f-5418-439e-8147-11c621146a82,028b0e0f-5418-439e-8147-11c621146a82-6aee4442-54df-42ca-9c13-6ddcf76fd42e.mp4,0,train,gallery
028b0e0f-5418-439e-8147-11c621146a82,028b0e0f-5418-439e-8147-11c621146a82-dc98d188-d9dd-4634-9f76-e3a81b148653.mp4,1,train,query
028b0e0f-5418-439e-8147-11c621146a82,028b0e0f-5418-439e-8147-11c621146a82-f7a27837-4261-4c01-b85d-d2bb6bc792a3.mp4,0,train,gallery
028b0e0f-5418-439e-8147-11c621146a82,028b0e0f-5418-439e-8147-11c621146a82-e710e587-4768-441c-aace-0546df8c47c5.mp4,0,train,gallery
02ad7461-dffb-476e-a812-4f894be8920b,02ad7461-dffb-476e-a812-4f894be8920b-28f1ee74-9499-4644-bf81-ffafa5db12d9.mp4,0,query,train
02ad7461-dffb-476e-a812-4f894be8920b,02ad7461-dffb-476e-a812-4f894be8920b-b4188f63-0610-4363-ab37-0e221bf13610.mp4,1,gallery,train
02ad7461-dffb-476e-a812-4f894be8920b,02ad7461-dffb-476e-a812-4f894be8920b-b47d6b00-f1d8-44f9-8b21-49da4a084c91.mp4,0,query,train
02ad7461-dffb-476e-a812-4f894be8920b,02ad7461-dffb-476e-a812-4f894be8920b-d525ca9e-710a-435d-974d-225f6bffa75b.mp4,1,gallery,train
02ad7461-dffb-476e-a812-4f894be8920b,02ad7461-dffb-476e-a812-4f894be8920b-ebe5fe79-741a-493e-8bd6-6e19f5e7ea50.mp4,1,gallery,train
02b1b7eb-2826-4ffc-8a52-7c0bc4548db8,02b1b7eb-2826-4ffc-8a52-7c0bc4548db8-28ea9395-b273-4177-afba-d613b549b8da.mp4,0,train,gallery
02b1b7eb-2826-4ffc-8a52-7c0bc4548db8,02b1b7eb-2826-4ffc-8a52-7c0bc4548db8-75d2a743-9feb-4be0-bdc8-b0dcf875504b.mp4,0,train,gallery
02b1b7eb-2826-4ffc-8a52-7c0bc4548db8,02b1b7eb-2826-4ffc-8a52-7c0bc4548db8-9167c3a3-a478-4d9a-954e-c5e008ae157f.mp4,0,train,gallery
02b1b7eb-2826-4ffc-8a52-7c0bc4548db8,02b1b7eb-2826-4ffc-8a52-7c0bc4548db8-f876a303-42c9-4fd8-8398-462fb6b60361.mp4,0,train,gallery
02b1b7eb-2826-4ffc-8a52-7c0bc4548db8,02b1b7eb-2826-4ffc-8a52-7c0bc4548db8-346dc8f6-13a0-4a7f-9616-6cf34e5830d2.mp4,1,train,query
02b1b7eb-2826-4ffc-8a52-7c0bc4548db8,02b1b7eb-2826-4ffc-8a52-7c0bc4548db8-6efb3a1e-ff4c-41ce-8c8d-9762e9508b2a.mp4,1,train,query
02b1b7eb-2826-4ffc-8a52-7c0bc4548db8,02b1b7eb-2826-4ffc-8a52-7c0bc4548db8-8967e79e-d2bd-4934-aa75-5fd4b932094f.mp4,0,train,gallery
02b1b7eb-2826-4ffc-8a52-7c0bc4548db8,02b1b7eb-2826-4ffc-8a52-7c0bc4548db8-32bae11f-7fdb-48bf-8c9f-d9975d7c0beb.mp4,1,train,query
02bb0cf2-0727-4b9a-a6d6-cf813387fe64,02bb0cf2-0727-4b9a-a6d6-cf813387fe64-5b505f7c-315f-4760-bc80-5a2968fdf8ea.mp4,0,train,train
02bb0cf2-0727-4b9a-a6d6-cf813387fe64,02bb0cf2-0727-4b9a-a6d6-cf813387fe64-c0264d8e-81c7-47ed-a9a9-60dec80d3544.mp4,1,train,train
02bb0cf2-0727-4b9a-a6d6-cf813387fe64,02bb0cf2-0727-4b9a-a6d6-cf813387fe64-c42fcb8e-4712-47b6-87ee-072b6f2f4d6d.mp4,0,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-29aa00b9-3754-4308-8e03-80895656a309.mp4,0,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-34127bed-86a0-4926-8198-75ea83766ace.mp4,0,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-65ce2c2f-ca0c-4c26-8537-84127c8a5bb2.mp4,0,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-7fcf8adb-4de8-4af2-b129-5dc6cf3e3e6b.mp4,0,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-dea093fa-6f49-46b8-a254-851f608b8ca2.mp4,0,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-6ea14f8f-0d26-487e-a9dc-8bdf00393e3b.mp4,1,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-a74d92bc-13b0-411c-9baa-987ca6679b40.mp4,1,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-d074f3dc-34e1-4c9d-a177-c996509c6a54.mp4,1,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-f83f6f9b-e397-4fe4-92e2-7dd0c28e304f.mp4,1,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-5364cc7c-1712-4a95-b45f-bc9a682065ee.mp4,1,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-71efe330-7c9d-468b-bc67-0d8760184cdf.mp4,1,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-48f0576d-f684-4ea4-ac25-11008143fa9b.mp4,0,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-4acaf24c-2912-4277-971d-6188c1b70e7a.mp4,1,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-5d56638a-aeb2-47b4-ba1f-57fa588df005.mp4,1,train,train
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,0306db0b-0e06-4343-ab9d-ea3ec4777d9a-d572fed0-ca8d-4124-a960-cfa8c47f2e42.mp4,0,train,train
03141111-9cb0-439f-8ef2-f090d6d9e88b,03141111-9cb0-439f-8ef2-f090d6d9e88b-2b7dab27-9b73-497e-9c10-576ca3a5aa0c.mp4,1,train,train
03141111-9cb0-439f-8ef2-f090d6d9e88b,03141111-9cb0-439f-8ef2-f090d6d9e88b-9a3ff297-eab1-491d-b335-e0d818be2ef3.mp4,0,train,train
03141111-9cb0-439f-8ef2-f090d6d9e88b,03141111-9cb0-439f-8ef2-f090d6d9e88b-f11772f4-97ad-41ce-8ac5-fccac6fca134.mp4,1,train,train
03141111-9cb0-439f-8ef2-f090d6d9e88b,03141111-9cb0-439f-8ef2-f090d6d9e88b-f94fe2ee-3190-488e-8fbb-88dd2c04609c.mp4,0,train,train
03141111-9cb0-439f-8ef2-f090d6d9e88b,03141111-9cb0-439f-8ef2-f090d6d9e88b-8c18d9f4-f26e-46ff-b30c-63a168eb0b4c.mp4,1,train,train
0328c4c1-5987-4e73-b5ef-fb0195efee76,0328c4c1-5987-4e73-b5ef-fb0195efee76-116db872-1e0b-4709-a2a1-75e7db844caa.mp4,0,query,train
0328c4c1-5987-4e73-b5ef-fb0195efee76,0328c4c1-5987-4e73-b5ef-fb0195efee76-30f1d91c-5f00-442d-a968-4b2641c9b2c9.mp4,0,query,train
0328c4c1-5987-4e73-b5ef-fb0195efee76,0328c4c1-5987-4e73-b5ef-fb0195efee76-771cba70-97c9-451a-954a-78604a68bc3b.mp4,0,query,train
0328c4c1-5987-4e73-b5ef-fb0195efee76,0328c4c1-5987-4e73-b5ef-fb0195efee76-bb2a850c-bfbb-4f2c-9767-29e1b05158fb.mp4,0,query,train
0328c4c1-5987-4e73-b5ef-fb0195efee76,0328c4c1-5987-4e73-b5ef-fb0195efee76-cc7ea0b0-948d-4e5f-8c0b-ec1da49e14d4.mp4,1,gallery,train
0334d1b6-c547-45d7-8b36-b90befeafeb7,0334d1b6-c547-45d7-8b36-b90befeafeb7-9627b085-6b07-4221-8485-e67cf4c2b156.mp4,0,gallery,query
0334d1b6-c547-45d7-8b36-b90befeafeb7,0334d1b6-c547-45d7-8b36-b90befeafeb7-e3a9fd1d-f6f6-486f-be74-c9f4fcd19ccd.mp4,0,gallery,query
0334d1b6-c547-45d7-8b36-b90befeafeb7,0334d1b6-c547-45d7-8b36-b90befeafeb7-eec19447-8e24-418b-8da1-b4c3bd1fb348.mp4,0,gallery,query
0334d1b6-c547-45d7-8b36-b90befeafeb7,0334d1b6-c547-45d7-8b36-b90befeafeb7-102ac479-1dec-40e1-8728-881053f405c9.mp4,1,query,gallery
0356d460-279f-4d14-842b-edadbaa95e19,0356d460-279f-4d14-842b-edadbaa95e19-335fc845-b965-423e-91ff-2efce4165605.mp4,0,train,train
0356d460-279f-4d14-842b-edadbaa95e19,0356d460-279f-4d14-842b-edadbaa95e19-8673b745-bd9b-4e5b-a9e3-b350f98ed73f.mp4,0,train,train
0356d460-279f-4d14-842b-edadbaa95e19,0356d460-279f-4d14-842b-edadbaa95e19-b78a1669-c9ee-4895-a215-68425e4b245d.mp4,1,train,train
0356d460-279f-4d14-842b-edadbaa95e19,0356d460-279f-4d14-842b-edadbaa95e19-ff651833-7108-4834-8043-a356e5733688.mp4,0,train,train
0356d460-279f-4d14-842b-edadbaa95e19,0356d460-279f-4d14-842b-edadbaa95e19-5200c6d0-ded5-48a4-91b8-1bbdcbc7dae7.mp4,1,train,train
035f4009-39b3-4a2b-94f9-18d6027a1be0,035f4009-39b3-4a2b-94f9-18d6027a1be0-127b008c-f46d-46f1-9c0e-20d7b90973c0.mp4,0,train,query
035f4009-39b3-4a2b-94f9-18d6027a1be0,035f4009-39b3-4a2b-94f9-18d6027a1be0-3d5df234-ab90-4da0-acf5-8e33cd584a21.mp4,1,train,gallery
035f4009-39b3-4a2b-94f9-18d6027a1be0,035f4009-39b3-4a2b-94f9-18d6027a1be0-743cddf0-0de2-4e43-b874-7073bcbd4a04.mp4,0,train,query
035f4009-39b3-4a2b-94f9-18d6027a1be0,035f4009-39b3-4a2b-94f9-18d6027a1be0-4d176824-443c-44e4-942b-d3d6399daa43.mp4,1,train,gallery
035f4009-39b3-4a2b-94f9-18d6027a1be0,035f4009-39b3-4a2b-94f9-18d6027a1be0-3716007f-aac6-430a-8260-cbfa789de033.mp4,0,train,query
