DOG_ID;VIDEO_ID;x_top_left;y_top_left;width;height
02bb0cf2-0727-4b9a-a6d6-cf813387fe64;5b505f7c-315f-4760-bc80-5a2968fdf8ea;528;318;419;401
02bb0cf2-0727-4b9a-a6d6-cf813387fe64;c0264d8e-81c7-47ed-a9a9-60dec80d3544;168;160;107;236
02bb0cf2-0727-4b9a-a6d6-cf813387fe64;c42fcb8e-4712-47b6-87ee-072b6f2f4d6d;378;287;246;300
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;29aa00b9-3754-4308-8e03-80895656a309;5;563;573;778
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;34127bed-86a0-4926-8198-75ea83766ace;327;970;120;307
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;48f0576d-f684-4ea4-ac25-11008143fa9b;558;829;326;409
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;4acaf24c-2912-4277-971d-6188c1b70e7a;115;861;641;941
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;5364cc7c-1712-4a95-b45f-bc9a682065ee;413;477;666;1446
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;5d56638a-aeb2-47b4-ba1f-57fa588df005;36;1066;790;473
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;65ce2c2f-ca0c-4c26-8537-84127c8a5bb2;375;634;459;720
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;6ea14f8f-0d26-487e-a9dc-8bdf00393e3b;117;515;790;976
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;71efe330-7c9d-468b-bc67-0d8760184cdf;387;515;681;935
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;7fcf8adb-4de8-4af2-b129-5dc6cf3e3e6b;1048;1267;1082;1722
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;a74d92bc-13b0-411c-9baa-987ca6679b40;262;608;817;909
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;d074f3dc-34e1-4c9d-a177-c996509c6a54;31;29;1044;1872
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;d572fed0-ca8d-4124-a960-cfa8c47f2e42;358;691;704;819
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;dea093fa-6f49-46b8-a254-851f608b8ca2;780;992;448;730
0306db0b-0e06-4343-ab9d-ea3ec4777d9a;f83f6f9b-e397-4fe4-92e2-7dd0c28e304f;49;1446;2008;1997
03141111-9cb0-439f-8ef2-f090d6d9e88b;2b7dab27-9b73-497e-9c10-576ca3a5aa0c;51;240;1025;1670
03141111-9cb0-439f-8ef2-f090d6d9e88b;8c18d9f4-f26e-46ff-b30c-63a168eb0b4c;45;710;993;845
03141111-9cb0-439f-8ef2-f090d6d9e88b;9a3ff297-eab1-491d-b335-e0d818be2ef3;637;957;266;294
03141111-9cb0-439f-8ef2-f090d6d9e88b;f11772f4-97ad-41ce-8ac5-fccac6fca134;546;191;102;113
03141111-9cb0-439f-8ef2-f090d6d9e88b;f94fe2ee-3190-488e-8fbb-88dd2c04609c;40;317;897;1497
0328c4c1-5987-4e73-b5ef-fb0195efee76;116db872-1e0b-4709-a2a1-75e7db844caa;379;186;640;572
0328c4c1-5987-4e73-b5ef-fb0195efee76;30f1d91c-5f00-442d-a968-4b2641c9b2c9;1;176;546;909
0328c4c1-5987-4e73-b5ef-fb0195efee76;771cba70-97c9-451a-954a-78604a68bc3b;294;410;439;291
0328c4c1-5987-4e73-b5ef-fb0195efee76;bb2a850c-bfbb-4f2c-9767-29e1b05158fb;458;13;553;598
0328c4c1-5987-4e73-b5ef-fb0195efee76;cc7ea0b0-948d-4e5f-8c0b-ec1da49e14d4;213;259;154;332
0334d1b6-c547-45d7-8b36-b90befeafeb7;102ac479-1dec-40e1-8728-881053f405c9;412;413;667;745
0334d1b6-c547-45d7-8b36-b90befeafeb7;9627b085-6b07-4221-8485-e67cf4c2b156;442;200;188;528
0334d1b6-c547-45d7-8b36-b90befeafeb7;e3a9fd1d-f6f6-486f-be74-c9f4fcd19ccd;501;251;190;284
0334d1b6-c547-45d7-8b36-b90befeafeb7;eec19447-8e24-418b-8da1-b4c3bd1fb348;637;62;203;280
0356d460-279f-4d14-842b-edadbaa95e19;335fc845-b965-423e-91ff-2efce4165605;27;406;1019;970
0356d460-279f-4d14-842b-edadbaa95e19;5200c6d0-ded5-48a4-91b8-1bbdcbc7dae7;3;35;1061;1463
0356d460-279f-4d14-842b-edadbaa95e19;8673b745-bd9b-4e5b-a9e3-b350f98ed73f;194;518;647;708
0356d460-279f-4d14-842b-edadbaa95e19;b78a1669-c9ee-4895-a215-68425e4b245d;371;186;453;790
0356d460-279f-4d14-842b-edadbaa95e19;ff651833-7108-4834-8043-a356e5733688;92;93;985;1213
035f4009-39b3-4a2b-94f9-18d6027a1be0;127b008c-f46d-46f1-9c0e-20d7b90973c0;16;6;1063;1338
035f4009-39b3-4a2b-94f9-18d6027a1be0;3716007f-aac6-430a-8260-cbfa789de033;0;6;983;1869
035f4009-39b3-4a2b-94f9-18d6027a1be0;3d5df234-ab90-4da0-acf5-8e33cd584a21;282;803;331;413
035f4009-39b3-4a2b-94f9-18d6027a1be0;4d176824-443c-44e4-942b-d3d6399daa43;462;253;151;358
035f4009-39b3-4a2b-94f9-18d6027a1be0;743cddf0-0de2-4e43-b874-7073bcbd4a04;428;477;364;851
038f0644-9561-4df0-9aa6-5a8a0964e063;112ae8fe-0194-4166-8ed3-03911334ca40;15;358;1062;1223
038f0644-9561-4df0-9aa6-5a8a0964e063;1e02a51a-7272-4889-a0e2-7b92b38e6de5;200;349;449;720
038f0644-9561-4df0-9aa6-5a8a0964e063;7ef34cb5-0601-4d0a-874b-e18300c1f05f;9;563;982;493
038f0644-9561-4df0-9aa6-5a8a0964e063;ad771ff6-9fb4-4356-990c-517b5c08cd38;7;237;1069;1088
038f0644-9561-4df0-9aa6-5a8a0964e063;c06cee1a-297d-4bcf-b7d4-117a0ad5a5c1;248;723;827;1171
03b70566-a0e4-4bb6-87aa-c405f9dbf77c;46ad5380-cd71-4d27-a0e2-8aa729180c47;9;416;1066;1357
03b70566-a0e4-4bb6-87aa-c405f9dbf77c;6bbba67d-2847-47a9-a12b-26664a0de55d;11;400;425;675
03b70566-a0e4-4bb6-87aa-c405f9dbf77c;7fde51d7-0cdb-44d3-a1f7-718a64b0bc5c;7;11;1860;1060
03b70566-a0e4-4bb6-87aa-c405f9dbf77c;afc36f93-442b-4199-a146-3068ce253c55;5;9;1903;1071
03b70566-a0e4-4bb6-87aa-c405f9dbf77c;b63cd461-e068-47c9-a36e-a616623ef57f;148;71;161;211
03d608a9-e82d-49ef-bb06-95ad50492325;0881ff39-20ca-4346-8c7a-de628ae76c8a;134;332;1263;635
03d608a9-e82d-49ef-bb06-95ad50492325;24e94236-82f7-402e-80e2-ff26776e2392;317;366;506;699
03d608a9-e82d-49ef-bb06-95ad50492325;ccbdae65-07aa-4ec2-a279-540ef980e0e1;159;432;243;418
03d608a9-e82d-49ef-bb06-95ad50492325;d7e8441f-f73f-4f25-94dc-14406acb6279;4;245;287;401
03d608a9-e82d-49ef-bb06-95ad50492325;ed748b05-0953-4f85-aecf-a3b51a06e729;53;384;301;1149
03db8d84-a93b-4f16-87ed-9bebd605c18c;53585ac5-d2cc-46e1-83d1-c5bcdd341e39;625;278;452;1236
03e2f691-7b5a-4923-bf5e-6b09d3f0e2e2;1b87f855-bea5-44e6-8360-80eaf948e97d;62;193;1203;833
03e2f691-7b5a-4923-bf5e-6b09d3f0e2e2;45c67907-a389-4375-bc98-f8cd76b447cc;224;531;609;794
03e2f691-7b5a-4923-bf5e-6b09d3f0e2e2;7b7f7f8e-253b-4bf3-8c6a-a20203004813;321;502;280;311
03e2f691-7b5a-4923-bf5e-6b09d3f0e2e2;8c41fc0d-e02d-4658-8da7-5a8236c19fc5;491;566;219;484
03e2f691-7b5a-4923-bf5e-6b09d3f0e2e2;b37ea45d-513f-4790-a6ef-f32b459cf953;270;307;806;839
03e2f691-7b5a-4923-bf5e-6b09d3f0e2e2;e741eb1c-5663-41dc-862b-311e6677ab60;854;414;154;182
03e2f691-7b5a-4923-bf5e-6b09d3f0e2e2;ff0b04cf-a893-435f-aa39-bd36e171204c;598;115;319;232
04048516-87e6-42a4-8805-69b5a3e19c73;0092be9d-5493-4ef2-9ee6-9de637370110;470;77;606;1814
04048516-87e6-42a4-8805-69b5a3e19c73;069cfc50-14b7-4dd7-8746-52f3e6aa19f7;486;810;197;499
04048516-87e6-42a4-8805-69b5a3e19c73;20cd2aba-44f7-4b65-9f15-17b940d36e4f;9;560;731;1110
04048516-87e6-42a4-8805-69b5a3e19c73;3368d7e7-efe2-4951-ba66-5fa70d7e9baa;674;72;984;990
04048516-87e6-42a4-8805-69b5a3e19c73;6d40218f-95f9-4d61-8406-392ed7f9ac27;288;122;792;1795
04054e5b-4202-4351-9085-5f328490e639;2c34a8fe-3f63-4733-84d7-fa5874fe62cf;9;336;1068;1216
04054e5b-4202-4351-9085-5f328490e639;cd4c944c-7a93-4e89-9ecc-cf199fad6345;531;240;197;318
04054e5b-4202-4351-9085-5f328490e639;ceefda0f-bb2d-45f2-a63f-206d9b27f1cf;539;263;146;269
04054e5b-4202-4351-9085-5f328490e639;d75c443a-eb43-49ee-855f-e0369c6b1fb4;167;312;102;133
0452d596-3bf1-41fa-a7df-60b5be8db69f;496bccbe-ed3d-48fb-9319-bf1cca92a793;11;688;785;1283
0452d596-3bf1-41fa-a7df-60b5be8db69f;546e2559-0332-4706-a8b5-761a46466aa0;250;142;368;153
0452d596-3bf1-41fa-a7df-60b5be8db69f;81707a48-ef80-477b-bfde-4ab40ecb4b1d;12;189;870;1712
0452d596-3bf1-41fa-a7df-60b5be8db69f;ca10aab9-2ce0-4922-affc-1cb9a39f0f5f;4;26;1075;1520
045b9daa-f5f1-4b72-aef3-662462e86928;1c19ebbb-c170-4231-8278-b6d96061f2d1;4;406;950;885
045b9daa-f5f1-4b72-aef3-662462e86928;5edb91fc-ffb9-4790-afef-3751cf43661e;964;1286;661;1082
045b9daa-f5f1-4b72-aef3-662462e86928;b2cef07e-59b9-460d-89a1-d0a6b46d0eb5;1142;813;451;985
045b9daa-f5f1-4b72-aef3-662462e86928;fdb89eaf-4619-4113-9a25-1a72cc0398dd;672;1632;1245;1357
048c6400-4b66-4eed-8d3b-739ea4e72a78;16a59bd1-fe10-4cbb-b1b3-018b314afc25;998;31;932;914
048c6400-4b66-4eed-8d3b-739ea4e72a78;32ae81a9-c484-4169-982d-186c6fa7ca35;278;2;1632;1069
048c6400-4b66-4eed-8d3b-739ea4e72a78;4df46e98-cc4e-4035-9d8d-19579f494f2c;1075;36;231;342
048c6400-4b66-4eed-8d3b-739ea4e72a78;7dcd330c-cce3-452b-a566-0f865274d168;760;662;244;250
048c6400-4b66-4eed-8d3b-739ea4e72a78;809084a8-09ee-4397-80c8-5e1ecdc75dce;113;454;1406;599
048c6400-4b66-4eed-8d3b-739ea4e72a78;8b688014-a392-44fe-acb4-ece8b8d27068;581;58;102;178
048c6400-4b66-4eed-8d3b-739ea4e72a78;ca12d054-64b9-45f2-bb72-3887746de667;601;16;475;691
04a0e9f5-7f95-4529-b111-a7085eeb0794;52ded6a2-7716-4714-a84d-f9d8be9dd12f;28;336;592;822
04a0e9f5-7f95-4529-b111-a7085eeb0794;75a9fb8b-1200-43d2-9d5c-75a7c7c482fe;463;509;317;470
04a0e9f5-7f95-4529-b111-a7085eeb0794;9552d981-5ea2-454b-858d-279d417d05af;20;90;506;761
04a0e9f5-7f95-4529-b111-a7085eeb0794;b7db91c9-74c9-4fe2-a2f0-eb99862f1cd8;79;295;144;191
04a0e9f5-7f95-4529-b111-a7085eeb0794;ec99b5d2-628e-4275-a6b9-e4f5763dae7d;555;288;264;288
04acc452-fb04-4ca0-a471-15f33c045da2;2c09bc88-137b-4332-af22-de94a6a25871;7;275;1062;1143
04acc452-fb04-4ca0-a471-15f33c045da2;2cc3bdc0-1f28-4d5a-855d-45d35a082d9b;261;336;812;672
04acc452-fb04-4ca0-a471-15f33c045da2;32b56705-6695-46ed-8a65-a3cd14862526;4;224;1067;1194
04acc452-fb04-4ca0-a471-15f33c045da2;3ce9f14a-af11-43fa-985a-ace76572f583;3;3;884;1277
04acc452-fb04-4ca0-a471-15f33c045da2;797dddc4-e427-4284-8db5-f46be95667c4;232;774;514;320
04acc452-fb04-4ca0-a471-15f33c045da2;a833af61-37d9-4181-a074-45480a3efee6;11;547;717;1223
04acc452-fb04-4ca0-a471-15f33c045da2;eb93c4e2-2512-443e-aabd-ccb1560514c7;239;515;530;995
04acc452-fb04-4ca0-a471-15f33c045da2;ecbba959-72cb-450b-b284-5d9370394131;355;320;673;682
04acc452-fb04-4ca0-a471-15f33c045da2;f4de3eac-4666-4018-8e53-1b46ad9637ec;342;70;473;644
04c27cc7-d781-40e5-bc70-06ec6965fc46;0b3874dc-dc04-4f49-bac3-2aa1b2a60a89;498;611;442;861
04c27cc7-d781-40e5-bc70-06ec6965fc46;15eaee22-855b-4f7a-b231-0110412024be;205;221;864;1421
04c27cc7-d781-40e5-bc70-06ec6965fc46;18deec1d-c3d0-498f-ad39-4a4335c66aee;15;147;1061;1421
04c27cc7-d781-40e5-bc70-06ec6965fc46;b7238b93-3bf2-465a-beff-57dd348e2e9f;123;483;626;551
04c27cc7-d781-40e5-bc70-06ec6965fc46;d6faee53-7d85-461a-a17b-1a76a362eb4f;5;170;1061;1158
04c27cc7-d781-40e5-bc70-06ec6965fc46;da85e130-cf72-41ff-bb41-e1be7f263156;9;400;1070;822
04e30cae-868e-4ee4-b2f3-96deea3ac811;3aab3626-0b04-43ae-906d-783d479dc314;229;194;312;708
04e30cae-868e-4ee4-b2f3-96deea3ac811;64a23992-ad2e-442f-bd75-99680eccfe57;4;4;716;947
04e30cae-868e-4ee4-b2f3-96deea3ac811;d9304bb2-0080-484e-9095-c2aa501003e3;5;117;687;1129
04e30cae-868e-4ee4-b2f3-96deea3ac811;fc1985a8-58e4-47b4-adda-532f7c4ce66c;412;277;95;162
04e30cae-868e-4ee4-b2f3-96deea3ac811;ff9dd1a2-c685-416e-bf68-62d3851b1247;174;243;408;525
04e4686e-5171-4147-958a-e640ba3de166;09f25655-020f-41a6-9829-6a017a764113;158;61;919;1686
04e4686e-5171-4147-958a-e640ba3de166;212afa28-b487-45e3-8a91-f5421ab0e7b6;227;467;445;928
04e4686e-5171-4147-958a-e640ba3de166;2faba1b4-f3a1-452b-8522-4bf20ec5c841;216;80;716;1082
04e4686e-5171-4147-958a-e640ba3de166;6107b96b-c694-446e-ab24-a46313d0d51f;135;102;942;1021
04e4686e-5171-4147-958a-e640ba3de166;d778421b-d613-4b99-bc99-4cff4fb190bb;9;250;693;643
051e8e4d-4616-47e5-b4f7-159ee262d1eb;3ec18820-8185-464d-af5c-ee3272e0e5a7;5;550;1002;1104
051e8e4d-4616-47e5-b4f7-159ee262d1eb;42acd0f0-4fac-4e9d-9bba-944014fb68fa;85;128;144;142
051e8e4d-4616-47e5-b4f7-159ee262d1eb;437e3a61-9062-4956-82dc-4fc2501f198b;112;121;247;131
051e8e4d-4616-47e5-b4f7-159ee262d1eb;b8ccec94-8f58-4bea-84ae-33e9f7785e9f;135;176;112;94
051e8e4d-4616-47e5-b4f7-159ee262d1eb;fab63981-a247-4615-a3c0-d4c7081d4c54;147;170;213;133
05443c12-0a47-4601-85ee-2f7d7e14da1b;2678e04b-adf5-4c8d-8749-efd0c1d93638;158;308;133;117
05443c12-0a47-4601-85ee-2f7d7e14da1b;56b7b76e-0b75-46c5-9a84-85a02dce0736;6;73;470;516
05443c12-0a47-4601-85ee-2f7d7e14da1b;9a229d8d-4bd4-45d2-950a-e9de7a332fa9;5;34;471;681
05443c12-0a47-4601-85ee-2f7d7e14da1b;bd6949b1-61e9-4011-b4c8-d81c7c47994e;23;277;170;184
05443c12-0a47-4601-85ee-2f7d7e14da1b;c460a7f1-33b2-4194-a025-a9023a9e2182;1;129;438;296
05468985-0eb6-4493-8cad-970e51ca9128;0632e9a7-55f9-400a-89a9-c043e0c5eced;1439;851;473;704
05468985-0eb6-4493-8cad-970e51ca9128;6bcf7ac9-dfde-44e2-b08b-34c297c87ffe;1542;1894;621;807
05468985-0eb6-4493-8cad-970e51ca9128;7e63bdda-3ebb-45c9-90d6-dca2e152ce56;354;1747;775;1664
05468985-0eb6-4493-8cad-970e51ca9128;886170fa-a32f-41b4-9a22-078f0bf64bc8;861;1216;262;512
05468985-0eb6-4493-8cad-970e51ca9128;98b53890-8817-4daf-aeb3-0410aaf9c84b;14;646;972;1133
058d7dd9-4eab-489a-9619-1f866d1796a2;27d6853c-8829-4f63-9cb1-e0e0ca8edace;132;358;212;191
058d7dd9-4eab-489a-9619-1f866d1796a2;35de87a2-f443-4fb8-a6f3-94d39c36a347;499;499;427;221
058d7dd9-4eab-489a-9619-1f866d1796a2;5dafa8f8-4875-47b4-ab1f-9a4e1cfe5fa3;397;589;1247;2605
058d7dd9-4eab-489a-9619-1f866d1796a2;948b65d0-6f9a-4511-a5bf-301dd43a71e9;4;11;354;410
058d7dd9-4eab-489a-9619-1f866d1796a2;9a0ee4b0-4690-4269-867b-8497da0a8f14;64;214;178;218
058d7dd9-4eab-489a-9619-1f866d1796a2;ad091835-25d2-485c-b65c-fbb24351d369;47;17;434;538
058d7dd9-4eab-489a-9619-1f866d1796a2;bd0d17a8-d591-46dd-8478-7bc01432aa8f;32;162;159;267
058d7dd9-4eab-489a-9619-1f866d1796a2;cf5446d1-0cd6-41e5-9e44-152ea1ab071a;278;1152;1906;1504
05a2defc-c34a-4834-ae46-3d13b7e72dca;14c8481f-4a45-4fbc-9d95-8a1f1bc016ab;286;1107;1882;1530
05a2defc-c34a-4834-ae46-3d13b7e72dca;25b52dd1-db8d-4c80-bf17-b4c411c4ab2b;922;144;1939;1570
05a2defc-c34a-4834-ae46-3d13b7e72dca;84bec50c-9a73-4464-b5cc-f05b2d874e5b;321;1478;1161;909
05ea301c-49f9-4aca-ab25-7961d872729e;0dea1964-ed8c-4966-b3a3-d63698ca745e;396;130;599;667
05ea301c-49f9-4aca-ab25-7961d872729e;40bc528f-54ee-4bd1-9011-f4f4bd6ddfba;715;396;273;264
05ea301c-49f9-4aca-ab25-7961d872729e;6a5625e3-0c46-408a-b55e-f405a1e0fb2c;480;290;362;424
05ea301c-49f9-4aca-ab25-7961d872729e;8c7b83af-24e5-470e-9a6c-c9814cf82f13;2;797;972;841
05ea301c-49f9-4aca-ab25-7961d872729e;8d812fd2-3129-4b6f-83b2-45cb600ea45b;547;127;1164;623
0621c5e0-3275-4c3c-99b0-c7fe9b40d87d;080c5f94-27bc-45f7-a178-2a12efcfe006;587;109;380;781
0621c5e0-3275-4c3c-99b0-c7fe9b40d87d;1bc4baa1-4048-45fe-95b2-dc75fea960cd;0;822;728;461
0621c5e0-3275-4c3c-99b0-c7fe9b40d87d;3bb5a5e7-5805-4bd6-82f7-2d46e8ee2243;23;173;348;1046
0621c5e0-3275-4c3c-99b0-c7fe9b40d87d;d9139ddc-033e-4f2b-a2e7-500b932331ed;305;858;509;291
0621c5e0-3275-4c3c-99b0-c7fe9b40d87d;d9c4bdb5-5fa2-4004-9e12-db69ac7c67fe;8;550;1069;842
064bdc34-4618-4991-bcbb-5a08e9df2b29;561a3e31-1436-44d5-9a15-20aa2685e489;160;293;66;126
064bdc34-4618-4991-bcbb-5a08e9df2b29;c472cd0d-6ed1-46d7-833e-8557cca262f8;458;296;232;119
064bdc34-4618-4991-bcbb-5a08e9df2b29;d4ec1b25-f997-4f9e-b723-9f3650f38a60;0;226;157;229
064bdc34-4618-4991-bcbb-5a08e9df2b29;d9176a7c-0dea-42b2-9855-dcc541d8d0c4;35;3;194;320
064bdc34-4618-4991-bcbb-5a08e9df2b29;ff00bf82-458b-4ca5-a593-6b9b0af2f4ca;76;277;84;172
06728b61-48bb-4cc0-ae17-065fc8ebaeed;4dc8ef88-004c-4ec2-8b91-768b7c61323d;239;915;428;714
06728b61-48bb-4cc0-ae17-065fc8ebaeed;6dbb5e02-c7ed-4613-88e8-e99024084b44;528;115;171;160
0700ff19-46be-4ba8-9462-5638c83c8783;0c8239c5-b210-4714-b447-ea53a570b53e;197;646;462;679
0700ff19-46be-4ba8-9462-5638c83c8783;29f5864a-62dc-4d64-8e5f-8f3f65e7720e;589;212;88;108
0700ff19-46be-4ba8-9462-5638c83c8783;3adbe740-27b6-4147-b01e-9db7ada51fbf;331;602;409;758
0700ff19-46be-4ba8-9462-5638c83c8783;e8aaf5e2-7070-4e3a-b1ea-762252e5ac86;221;125;625;925
0700ff19-46be-4ba8-9462-5638c83c8783;f673940a-439e-4b4b-b5c3-d1ca3442efbd;131;572;589;418
07a2c80a-d2ae-42d8-9c2c-844c12918cd5;0d1f0336-b1fd-41d8-a317-788de0b2caee;330;273;113;80
07a2c80a-d2ae-42d8-9c2c-844c12918cd5;24b3cfc1-5f1c-4ac9-acf8-7721b2faf221;643;77;210;236
07a2c80a-d2ae-42d8-9c2c-844c12918cd5;8c48daad-246d-41d4-9d2a-f0ba9f895b06;472;214;368;488
07a2c80a-d2ae-42d8-9c2c-844c12918cd5;d5bd2d12-cffb-4bb2-8888-b8e02cadbd40;440;143;138;186
07c42739-3d1c-4140-a3a4-2fc33fb13b98;1ed239be-fb76-4d07-bdb3-9238e8994f49;444;422;443;567
