DOG_ID,BREED
97f3bbf0-3956-4222-8725-45850a4decb3,Beagle
8c67275b-caa4-451e-89e0-eff796af92eb,Beagle
9f7dd093-d6d3-4ade-9579-d8fd51e778a4,Beagle
d4909af0-a174-45d8-a7a2-aebb25dea2e0,Beagle
4a3ceb49-94c9-4cd0-9263-c6ecc714ca87,Beagle
d75a3e3c-b551-490f-be98-5536789a7f3c,Beagle
a5585f8b-ff20-4204-a4c0-380f2aa9006b,Beagle
1ba61233-f3f0-4dba-add4-7244f6e37542,Beagle
1cffad87-907f-4981-b7cd-33c4e524382e,Beagle
21307349-3b3a-4631-bd48-843313961251,Beagle
c5e274f0-d076-4213-abaf-2d264bf8173d,Beagle
4263c928-a6a8-4da8-803f-e4a96a7eee24,Beaglemix
d5bd9e39-acf7-40e8-abb2-69a94ad73c55,Beaglemix
519e1f0f-cda1-4624-b0b8-f2feea43fae9,Beaglier
789ff906-8e69-4bef-aed7-f7620751a619,Beardedcollie
5d4f9828-b8ff-4c28-9316-151acb200c4a,BedlingtonTerrier
b89a548d-d8a9-4b02-ae76-5be4a9713d94,BelgianMalinois
1a50c27a-8c08-4f58-9fb8-ea2b6154e182,BelgianMalinois
b9b1b6cd-27f8-473a-abda-49e47b8140aa,Belgianmalinois
1b5472a5-718b-4637-b4b0-5876320d4be3,Belgianshepherd
f324f6df-0396-4f85-8703-19cbf49ab898,Berger
3e79d1a5-a160-498c-a754-e8f08252a116,Bernedoodle
af67d060-0730-4c09-9417-ef6d1c6c70fb,Bernedoodle
71901cd2-03be-4433-83f8-64e6109ef275,Bernedoodle
3bd1ad14-93a0-464c-a8e5-54473a1ba0e0,Bernese mountain dog/Australian Sheppard mix
d16194a2-48c1-42c2-b4de-146dd3a97e25,BerneseMountainDog
5b261dd1-7418-404d-886e-a64be47234e3,Bernesemountaindog
0b7acf61-7f42-461c-8751-b86267f7c9f6,Bernesemountaindog
9a4abbb3-7068-4a0e-b8e0-8265235c95dd,Bichon
7a895d42-2617-48a2-9f3e-8f776cb7a251,BichonFrieseXPoodleXShihTzu
0356d460-279f-4d14-842b-edadbaa95e19,BichonFris
f4d2b984-62e3-4153-a841-a86fc4c1111e,BichonFrise
96242e26-0f9f-43c4-b4eb-c3bc2478f7df,BichonFrise
46cbca2f-83dd-469a-983f-31df985bf579,BichonFrise
6bd16a1e-6052-45ec-a0f1-131ad3e33919,BichonMaltesecross
33c234be-b5a7-4b31-8749-e8b9a511fbff,Bichonfriesse
5d9346e9-88b8-4675-979b-ab87f84d8da3,Bichonxpoodle
53e7cfba-4b44-4eb4-b31e-c8120968be3d,Bischon
e8844db1-5029-4285-ac08-a2dccd979ab0,BishonFrise
94e8c785-c635-4d4c-816c-d92082f36411,Bishonpoodle
52f2f233-a43f-4109-9c39-3e34ea905f30,BlackLabrador
9cfdecf4-0a20-4eb8-88b1-15e4024c9f0d,BlackLabrador
f796752f-f350-4edf-9cbb-b16f44d18ea1,BlackLabradorRetrievers
3aeb15b1-c4b5-4855-9a0f-79fa416247f6,Blacklab
55aa75e3-9b94-4b0c-ae55-31900b80551e,Blacklabmix
eb7aaac7-9da8-4ddb-97f6-2eb146287e35,Blacklabrador
e1767bc1-51e6-4a94-9a4f-c0e2635a545a,BlackmouthCur
40989388-f0d0-4d76-aebb-bd959fd37a29,BluStaffordshirebullterrier
d431ab80-dcc6-42b1-adb0-9175db6c9be9,Blueheeler
61905b8b-8c52-41a3-9b17-da20ae99bb4d,BlueheelerboarderCollie
d7655193-2d00-45ab-87fa-4a723f22fb5f,Bluestaffy
3e600a3f-5a9e-4562-af7f-d633426448dc,BodegueroPodenco
3b0751da-fdc4-4f3c-a86d-7d1a2e518655,Boerboel
ebd93827-37c1-4753-a1f7-bd5a7e7314a7,Borador
707d71ba-06f4-4566-8232-05bf39cd5047,BorderCollie
d825e2f4-e0c5-4b7c-a987-4a33e34f2e5c,BorderCollie
acccecb4-1ca0-413c-bc21-5dc9d3f3090c,BorderCollie
9ed5469a-3d82-4480-9758-56ffedb6e267,BorderCollie
dc5f3128-f88d-4c78-a1be-e4043748c8c6,BorderCollie
31b77150-dc1c-477c-9f41-69181386409b,BorderCollie
1b0206e8-c12b-43fd-9eb0-32683b1405a7,BorderCollie
58520eb6-d027-4df6-bf6d-4ca5ef2bf8e1,BorderCollie
06728b61-48bb-4cc0-ae17-065fc8ebaeed,BorderCollieCross
2c70d867-b7df-485e-a249-1ddd25b46562,BorderCollieHuskyPitbullmix
dec35f61-501c-4650-b416-6f60f33802e7,BorderCollieLaborador
af53e777-9402-4edb-8064-6f3bd78718b9,BorderCollieMix
1f76a0ed-d93b-4e7a-b3f6-9b2d5a0e73cc,BorderColliePappion
7dda0b10-6d0e-4585-b630-1b12a74c2fa1,BorderColly
0d283fe0-035b-4556-937c-0bcc118bf42d,BorderTerrier
11aa1d46-1267-49ec-b002-308e5936ba6e,BorderTerrier
62fab672-47e9-4712-9e79-451befc137a5,Bordercollie
07a2c80a-d2ae-42d8-9c2c-844c12918cd5,Bordercollie
757ea116-e418-416a-9380-04ac4f312871,Bordercollie
4fbbf518-6317-4178-886d-1176026894fe,Bordercollie
d91379ee-9c66-499e-b596-01f2e4d7ef21,Bordercollie
77dfe176-74bd-471e-968c-ab298bdfe0d2,Bordercollie
f44d1a1c-0de5-47e1-a17b-5b36e63ea192,Bordercollie
2c6524e1-2e9d-4054-8856-7376035e117c,Bordercollie
7198e35a-9b50-4a26-bdb7-47998e4ca222,BordercollieAussie
839f135a-23cf-44f7-804c-56c0bc761653,Bordercolliebluehealer
fc2caae0-2fe3-4256-80bf-123e2b949d02,Bordercolliecross
33ec2144-f67e-4680-a371-e76d08a565bc,Bordercolliecrossbreed
8f213881-320c-4649-b790-689368626844,Bordercolliemix
21461bc2-8fcd-409b-a912-40978a5dc1a1,Bordercolliepap
af01d066-60d4-42fa-8d4a-5439f283e7d2,Bordercollue
d43d5070-2998-4f32-997c-b3756f7c72dc,Borderterrier
bcec2162-d4a2-4962-89ae-ac2605d99ec1,Borderterrier
d5f3fd66-e03c-43f0-ba2a-be271c913df0,Borderterriermix
b2b082de-6074-4f02-90b1-81d112bbb037,BostonTerrierPittsburghMix
d9f97884-ea0d-43cd-a78f-cad7efd75490,Bostonterrier
d2a3b0c4-f778-43cc-8d3e-c5e8caaee4c7,Bostonterrier
2148f8c8-83a1-4e2d-84d0-1d172cba496b,Boxer
5b723c15-7fbd-43d1-998d-71e0ce67a0ca,Boxer
eb69c473-15eb-4da8-bdd6-79e6d811521b,Boxer
5847e59d-a11a-4dbc-8a42-5a0652b18c63,Boxer
6bd8201c-77dc-4210-8dfc-7d380fc7b0b4,Boxer
292fd429-17e9-4981-a2d2-13fbe7f35913,Boxer
8bfdd47a-c34f-4409-b095-d8b0fdd7ec4c,Boxer
9d63f4c7-1313-4217-96f9-cb1d28df4840,Boxer
23716a31-725e-47f7-bb95-ab240338f6f6,Boxer
66e3d32d-7bf8-4647-9308-e6cab8545cde,Boxer
eaf1d850-e96c-4a2b-bdce-b443b9824481,Boxer
88f7f9da-6718-4ae6-9898-5954d41f3ef5,Boxer
82fed0cd-a029-4138-b018-224c647e017f,BoxerBoerboel
0621c5e0-3275-4c3c-99b0-c7fe9b40d87d,BoxerDachshund
35e95ae4-a86b-44ab-b061-61b4838790b7,BoxerLab
92868d58-b263-4b6b-a289-0b6a497e902d,BoxerStaffordshireBullTerrierCrossbreed
88de3e21-efeb-4a12-bac8-00dbcdc6741f,Boxermix
d1232ac3-462a-4cfd-a33b-139f406ebbf5,Boxermix
7d894dd7-49db-41a1-add2-fa3dd116d651,Boxermix
a8dabff3-56fe-4737-a2f6-a8ca009d5243,Breton
04acc452-fb04-4ca0-a471-15f33c045da2,Briard
00ab4db8-3e94-44e3-a4b1-9fe316c67b60,BritishBulldog
58a50805-2142-4258-afbe-709901509b6f,Brownmixedbreed
0306db0b-0e06-4343-ab9d-ea3ec4777d9a,BrusselsGriffon
8c57d7d2-bb86-4f18-812c-cf9cfccc7a02,BullTerrierstaffordshireTerrier
c5df2dbe-2f8d-48da-8313-2e7fdd5084b8,Bulldog
46af0354-7854-44d8-9ce7-2158501d983d,Bulldogmix
089d6f6f-361f-4b69-a9b8-756cabfbc80d,BurmesecrossSaintBernard
0ae01ce3-7920-425f-8ef7-f03c1679c09d,CairnTerra
d7d2226e-f16e-4d6a-aa5a-0efe9966c613,Cairnterrier
b703e8f1-39a2-4779-be78-cc56f85dd56e,CaneCorsomix
e9575d6d-ac78-42c1-9e04-ae79802cbe8b,Canecorso
93451b30-f25e-4584-8b4b-5e3b33138b6a,Catahoula
f011f25d-2e69-4463-9e14-1ca694e48c13,CatahoulaleopardSiberianhusky
537ce398-940e-4958-a171-6ef70f60d14a,CatahulaLeopardhusky
d93e409f-2dbd-47f7-8847-2dec89403abf,Cattledog
20c5c7a8-c2ff-40c8-951f-3253978606d0,CattledogHuskyX
48f5a068-11cf-4974-8b11-a91f9938b8de,CaucasianShepherdNewfoundlandStBernardChinookOvcharkaX
1f22f603-f0b1-49c8-afb9-d2b38d45b4a8,Cavalier
63d42f29-7a00-47b7-8382-4e23ced89e9a,Cavalier King Charles Spaniel
7299568d-72b4-42b7-9478-cd158d5a7378,CavalierKingCharlesSpaniel
de0d1e5b-8374-4a0a-a5dc-d8ed47970323,CavalierKingCharlesSpaniel
4d64c669-8b0f-4557-b283-9471a5b5a504,CavalierKingCharlesSpaniel
8ae20b21-8640-4304-a054-4efcf181d495,CavalierKingCharlesSpaniel
72b8f97d-3149-48a4-819a-05ba5ad7952e,CavalierKingCharlesSpaniel
eec97287-d813-427b-a15c-24f81a2012d8,CavalierKingCharlesspaniel
24cef315-741a-461f-a7a7-74c4994250aa,Cavapoo
5c48470d-59e1-4070-8fb2-a1b6eb44dc41,Cavapoo
317bfafb-0f03-4f02-b7f7-04b1a0378a57,Cavapoo
6b269421-6a89-457f-85d4-083e4c631f5b,Cavapoo
c94ff7ec-cfa0-4c78-863e-35ad8a0368ee,Cavapoo
7bae3e69-c945-472d-b490-e274b8142b78,Cavapoo
47432381-510e-4b6c-b1ca-fbca5f80bca4,Cavapoo
1a8cddd4-d2cd-4683-83cc-b1d8266f967e,Cavapoo
eb3dd878-4098-441f-9886-02ebc74b8121,Cavapoo
998258f7-6c55-4db2-81a7-e75d230f5c59,Cavapoo
d10b05f3-04e3-42bc-872a-21f724d82ee2,Cavapoo
27393734-b5ed-42be-bb95-c5f2ce9a538e,Cavapoo
977b89aa-eb50-4573-ac08-776f59c5358d,Cavapoo
6540fcae-5f44-46e8-bef7-44ff6b2e2a3d,Cavapoo
e57d5080-40d7-48b7-ace1-c47bc53699b0,Cavapoo
3bd58973-8612-44c2-8a77-bd86171198b7,Cavapoochon
a637e0c9-75fc-490e-abe7-79944e7d0937,Cavapoochon
de3b9043-444a-4e00-ac34-99ba784fd6b6,Cavapoochon
34b59e97-aa42-4408-8817-2ca3c60b5a88,Cavapoochon
b2839b70-9bc1-4fa8-aa44-96ae7d2b5863,Cavashon
5fd1fb82-1ccc-46ba-886d-3264e87f8171,Caverpoo
f5f5f8c0-6c8e-444a-adbe-152f8ae06c08,Cavoodle
43dca485-a8a9-44e2-8be0-5ff027e963f1,Cavoodle
b404cf8c-aeea-475e-9ad6-e0f82d77c481,ChesapeakeBayandPoodle
2495a393-ffc7-470e-bba1-ed4562f354b3,Cheweenie
daeb66d4-eeae-4a3f-b3c9-8c3365234579,Chihuahua
b7ac0b5f-9c61-4417-9778-c491ca33d697,Chihuahua
c5e991d4-7866-4bf1-8477-25dcc33e044c,Chihuahua
569381d2-1079-4393-b9a5-1038dd98e2e0,Chihuahua
d01d12cc-89be-419e-8fb3-f398a923d31b,Chihuahua
61837026-3c6f-41ba-9526-3df758f2c803,Chihuahua
19678778-7f11-4fcf-af69-585a0ba0385c,Chihuahua
44345159-9a46-4b2f-a85e-dc82c1f20b9d,Chihuahua
cf5d9783-7dac-4aac-ab37-a7dfca7e499d,Chihuahua
529c4717-5280-4b0a-b745-3d7ce935eb3f,Chihuahua
0984e20a-3095-4628-9e2b-ff260257f09f,Chihuahua
3896523b-4519-44cf-9ff7-37df1a6e061b,Chihuahua
416b39a3-c9e1-4bd3-a876-cf09afd7a1fe,Chihuahua
36cdd3e8-0f49-478b-85eb-bbf1c865d0f3,Chihuahua
3e911291-e33e-4c39-b352-6e4e1fb13db1,Chihuahua
6e541cc7-61e0-445c-a5b2-c775311c0f89,Chihuahua
064bdc34-4618-4991-bcbb-5a08e9df2b29,Chihuahua
be70bb6a-e0d9-4de1-9d5d-703e672ac5d9,Chihuahua
f9da70e3-bfbc-4c3e-980b-bddfa3501d6f,Chihuahua
521cf12a-6e42-47dc-8409-062ae4e05a91,Chihuahua
918777fe-a228-4d3c-8b43-bed4a4ee1d00,Chihuahua
017f8cd0-b7e9-4d85-bf16-9c61deab63f6,Chihuahua
ccc603b2-2ded-42ce-b518-a672ef531ec5,Chihuahua
81db49a7-ae5e-4802-b56d-2a0b64e13a25,Chihuahua
9efe4604-b6c3-4fa2-95d8-79021d347f02,Chihuahua
7db0b10b-562f-4dda-8681-7a34f3babb87,Chihuahua
4df03c34-0f2c-4836-9157-0f274e39fd70,Chihuahua
3dd5f57b-fa1c-4347-b031-0b0b76fbb066,Chihuahua
4919fdca-c35f-4ce4-8787-50bb3c4532bf,Chihuahua
54c65933-a880-49d6-822b-0b34f41f0e95,Chihuahua
fa3ac4d0-eeb9-4480-8862-49f0de5a8dfd,Chihuahua
54c16274-1876-4f11-a11b-19a07d559ce8,Chihuahua
64e12021-dd4c-4518-8570-a4e870b2f55a,Chihuahua
8cff4da1-45eb-4b7e-8944-10db91b1ce0d,ChihuahuaMalteseMix
7ef2669e-9e83-4f40-8bd4-47a4334462f3,ChihuahuaMix
bc5b5d67-8f95-4595-9d88-45c3c4dcdc8c,ChihuahuaMix
98a18e12-c656-452b-bf3f-79550fb0ec9f,ChihuahuaShitzuMix
bae0f996-6e98-4934-945e-3fdd4c4c389c,ChihuahuaSomethingElse
5479f6f7-8c40-4afc-96eb-09feddeb2f33,ChihuahuaTerrierMix
89396197-7f4e-4253-a211-a82a54895982,ChihuahuaandPinscher
e4e6bc65-dc41-47e5-8378-be8dfcd277dd,Chihuahuacross
fe54944f-6e15-455b-9f40-141e3501aedd,Chihuahuacrossedwithchinesecrest
3d4f1492-078e-46b3-921d-43529c52e34f,Chihuahuamix
f11706aa-361d-49e8-b532-f6d1bc231864,Chihuahuamix
165b9af1-c959-49f3-90a9-bb7ccb1c5383,Chihuahuamix
e6b3bf89-bdf4-4c9a-be5c-022bf2715396,Chihuahuamix
21538930-420d-4495-b336-f89946fe37bc,Chihuahuamix
b201842c-5285-4307-9475-69dda584beab,Chihuahuamix
2b2f1c87-d9f6-4fb0-a72e-975f593dc3c6,Chihuahuamix
bf58b836-e3e7-4ba6-bbf7-53e6842b0d02,Chihuahuha
268d50e0-c987-4513-a959-c1583ad88d7f,ChineseChongqing
c0b1b024-ec87-4a0d-8112-29f8484e0f41,Chitpit
a238ac55-4482-4798-99d9-444c937ffedf,Chiweenie
b89313a9-0fb0-474e-9b69-795b0767c5d8,Chiweenie
7ffaff0d-8b70-499e-bc39-0f001a068d90,Chiweenie
2989478b-49d3-4987-aa2c-32459677bf85,Chiweenie
fedfc040-a010-4379-bc98-111a3f52dec6,Chiweenie
cb73ad2c-5541-44bb-9f83-101037606811,ChocolatePatterdale
caedac30-5692-4ff1-9e21-4cc7143911d1,Chocolatelab
87904f4f-b819-4f15-a2b4-ac557181eb20,Chocolatelab
6aad5d2d-20ba-4a7e-aff0-d36f3b0fca1a,Chocolatelab
ed6977aa-bdf2-4816-9a55-5c2d665bdb70,ChowChow
31c5d2db-d329-4ed6-900f-d82342700f4e,Chowchow
515d556a-6761-470b-a19e-ae100cd2915d,Chowchow
270ad281-60b1-4179-a19e-d71805727ebf,Chug
595a1fbd-7234-41a6-b2ac-6fb12fcff5e1,Cocapoo
e339b348-54d5-474b-80b0-3beb3dfdd909,Cockapoo
4b644241-cd0c-431a-b5f2-3795bc61f921,Cockapoo
237ae875-bb85-4493-81c9-01b1b7e1cd62,Cockapoo
5603be4f-bd4d-4352-83f4-0ea609adfa65,Cockapoo
35872aab-dc47-4b08-8525-a400ebc6a473,Cockapoo
1141abb8-3711-4282-8951-5357baa97d00,Cockapoo
52cd5ac1-03d8-4d12-9d40-74ebd1ba8f58,Cockapoo
f700eda9-c437-40c4-94ce-7390d9f50297,Cockapoo
4681fc9a-2ae7-483b-b5dd-357c7c9f7000,Cockapoo
decf01bb-8b01-4c4e-b070-3dfd4a4ab57c,Cockapoo
4a9bbd81-15eb-40ce-ac83-c29887a4c3a2,Cockapoo
023baa67-1e07-424e-8400-3e7b1c3bf24b,Cockapoo
e812f858-10e5-4f6e-89be-5db4811d07c0,Cockapoo
d6a64dd5-b73c-4b0b-9d12-fdc726516171,Cockapoo
e1729be1-b7b8-4452-a3fe-4c87adb6b82f,Cockapoo
b9899e3e-6af9-4967-8cf6-1a97602243ef,Cockapoo
3f31eeec-493f-447f-9a60-2612f0077e11,Cockapoo
9065a530-d5d5-408d-b820-4619a1c91384,Cockapoo
c3f0ec11-7af9-4e23-9c01-1825b24f79ab,Cockapoo
975985b8-e76e-44e0-a29c-264a31f11c1c,Cockapoo
eb68c3c4-bd33-471f-8881-8572716ebe7b,Cockapoo
7d9d7a37-49b8-4da0-8f8d-6a2cbb3b9462,Cockapoo
a22c600c-cc24-4ca4-a11b-a6bc0c15781d,Cockapoo
23c3dfb1-4704-4cea-8d3b-8e923d222539,Cockapoo
18387784-6470-43fc-9868-4627a5140f0c,Cockapoo
3ff02ec2-7777-40fe-9cfa-2d1b89403a5f,Cockapoo
54b3d2fb-6fb7-4067-9a0c-8959e46c2d72,Cockapoo
56c565a4-9f86-4f55-8216-311f63c12ca4,Cockapoo
3ca5d3cc-a948-4535-bff6-50938629261b,Cockapug
52917c0c-cf24-4b3e-8e64-1d8003a862c6,CockerSpaniel
e4323deb-3c17-4172-9abc-05d495541fa5,CockerSpaniel
63d29767-85d7-45fe-a4ba-e91965cc08a0,CockerSpaniel
0155cce1-1fcf-4b7d-adf3-2a7f5bf48040,CockerSpaniel
23e591c3-7535-4172-907b-a2790c6166b2,CockerSpaniel
c5a852f9-dba9-4a00-a901-d2ef9cf87da5,CockerSpaniel
98c66392-edf5-485d-b280-b30e374f7b9a,CockerSpaniel
459af77d-bcd6-4314-8bf0-c7b3228cb229,CockerSpaniel
717dcb55-2e01-46a4-9606-e5b25caee593,CockerSpaniel
ad11d49f-ed32-47a3-9921-5858e49282ec,CockerSpaniel
d8529d2f-6973-454e-8ae1-5c667a617941,CockerSpaniel
b3567137-a913-4f85-b1bd-6f7164a62ba7,Cockerpoo
3f041198-2570-46a4-bb5f-99ed8556ac14,Cockerpoo
c371a88d-a63d-491a-b785-a6588165e132,Cockerpoo
dc675224-d694-4fca-9800-744862929caf,Cockerpoodle14poodle34cockerspaniel
d877e204-6c52-415d-8c57-39f6bbe6517c,Cockerspaniel
7db9b172-51ce-4036-ae5f-2b17f71abb45,Cockerspaniel
951a2db1-2b48-42a5-bdc5-1ed1f9ac53f8,Cockerspaniel
51476beb-ee55-4d31-9921-97fcbf994736,Cockerspaniel
89db49b0-30ac-49eb-9fe8-06aadd8eb016,Cockerspaniel
b5133935-a74f-4043-9b64-5ea51237e204,Cockerspaniel
c256e4f3-3586-40c6-9ca5-93178c71580a,Cockerspaniel
af8f2912-9ea2-4de3-9c3e-82a8de767a78,Cockerspaniel
1dd4b443-ab14-4863-ab4b-0cd3c46f00e8,Cockerspaniel
ec5d7169-be94-4a50-8be6-d524e780c0ac,Cockerspaniel
17dff0ee-e12f-466f-9b8f-50d33c6d7fdc,Cockerspaniel
0700ff19-46be-4ba8-9462-5638c83c8783,Cockerspaniel
aaf20a5a-c8f2-4c8a-b478-384b99559124,Cockerspaniel
a83c0365-1800-49e5-8825-cc547a6418d7,Cockerspaniel
7a6b11ff-ace3-454c-b7d9-d0c1fd3d0c13,Cockerspaniel
f22a67b4-e0b4-4a16-bbd3-f4536219e51f,Cockerspaniel
ff701a00-bb5b-414b-b2bc-7bb625257435,Cockerspaniels
7ec94687-c6b3-4c17-a53c-cc1711c80314,Collie
4b0fc1c3-17db-483b-a7ef-0cf44460f036,Collie
3339d131-8abd-4ba8-87be-de391d3d2627,Collie
1fa224c1-2fd6-47ae-a3d9-fca29d0bdbde,CollieMix
d5a5d23f-de0e-484d-8230-85dc1f09245f,Colliecross
e016d876-5168-4e8c-a0aa-ed92590f015d,Colliecross
c100f6b2-71a4-48b6-94fb-89be8b773e99,Colliecrossgreyhound
4b78f732-2b1e-48be-8ac2-01b49669207b,Colliecrosslabradoodle
7cdbdd0b-32c8-4ac8-a8cc-950cf0d335bd,Colliemix
d352ebb9-a925-4062-afb8-95e88ff636c3,Corgi
fed5e6b3-aa0c-4576-8478-652b04dd1cc1,Corgi
dd7cc069-7849-4ac9-8fac-d78e9a11b31b,Corgi
3c48ea81-a136-447f-8014-ab02f4e228c9,CotondeTulear
49103dcc-e1ed-477a-99be-ca5df6a14c09,Croiseberger
bd17b8b7-1213-4df8-bf1d-b1d62cd44243,CrossPatterdaleTerrierxWhippetxCockapoo
3399b2a5-8927-4251-ad66-c0f269c414c2,Crossbread
8894f848-097a-483a-a3a1-16bf5974f8b4,Crossgermanshepherd
e2ab7867-bf4e-4ef8-abc2-4f110300a00c,DachaundJackRussellchihuahua
94aee659-47a2-48a4-b297-254363ec79ed,Dachshund
272e8b61-3960-4f86-b6e7-fe03372f601e,Dachshund
add2271e-c711-45e3-b4b1-d900fd6d602a,Dachshund
6b9d95d4-43ac-44b2-a6fd-b52d8bd48040,Dachshund
56a0f9a9-3cb9-4d26-a9b6-d9ac5cf1c71d,Dachshund
acb95695-ab49-4802-9fe5-2729800bd079,Dachshund
eddf762c-60a5-42c9-9a22-b4db5c0f1460,Dachshund
31b37971-e87b-4e0f-ab32-48de40f356d6,Dachshund
2c2833be-6f2f-4306-bb99-ac3fa0ce3795,Dachshund
2cc4b856-1730-4cb5-b171-2503b1473e6f,Dachshund
faa5ccf6-2702-483d-8b5b-6247d27a4abc,Dachshund
ac45a2b6-5a24-47ec-b015-4deb20b71e80,Dachshundcross
163dd0e6-0dfa-4a7a-8856-4fa4f42d96b3,DachshundjackRussell
12a6926f-d6c3-4654-9a02-550fbe277848,Dachsund
c7146a12-e3e5-49db-bb8a-7e76ddf1ea2e,Dachsundcross
50221f9f-14d3-461a-a9bf-ed03ec2ecb11,Dalmatian
e747e2f4-53b4-4bfc-a44b-815abf0cea13,Dalmatian
3b39eafb-aea1-4fcd-991c-c4c75fbe3ae4,Dalmatian
7173d847-33d3-49cc-a71d-1ffc12243e6a,Dalmatian
